Event frame,Sequence frame,Class ID,Score,Bboxes
5210,-10,38,0.522831916809082,"[1341.2138671875, 620.158447265625, 1424.84375, 666.9097900390625]"
5210,-10,32,0.4495680332183838,"[570.9927368164062, 677.2879028320312, 589.0994262695312, 693.14794921875]"
5210,-10,60,0.1629346758127212,"[417.53997802734375, 621.854736328125, 1430.724853515625, 1006.2141723632812]"
5210,-10,32,0.0876748040318489,"[1341.791748046875, 621.4176635742188, 1401.480224609375, 663.4923095703125]"
5210,-10,38,0.0503052733838558,"[395.30548095703125, 627.8358764648438, 446.8523254394531, 678.6104125976562]"
5210,-10,60,0.0410389937460422,"[436.84967041015625, 652.4017944335938, 894.6091918945312, 1009.2139892578125]"
5210,-10,60,0.0250880196690559,"[393.9384460449219, 594.0117797851562, 1446.624755859375, 825.2285766601562]"
5210,-10,60,0.0243479926139116,"[862.9029541015625, 713.36865234375, 1405.570068359375, 1002.615478515625]"
5210,-10,38,0.0231373012065887,"[1372.3094482421875, 627.9673461914062, 1433.770751953125, 666.2285766601562]"
5210,-10,38,0.0215711835771799,"[457.0762634277344, 465.203857421875, 512.298583984375, 534.4498901367188]"
5210,-10,32,0.0181863103061914,"[507.9635925292969, 467.17498779296875, 556.7155151367188, 534.0375366210938]"
5210,-10,32,0.0179278273135423,"[404.79718017578125, 629.5863647460938, 443.7965393066406, 675.5283203125]"
5210,-10,38,0.0142655540257692,"[369.51885986328125, 606.9320068359375, 447.8501281738281, 677.3629150390625]"
5210,-10,38,0.0125143928453326,"[505.2695617675781, 465.95123291015625, 557.7769165039062, 536.94140625]"
5210,-8,38,0.6578088402748108,"[1342.9755859375, 618.6205444335938, 1427.533447265625, 664.424560546875]"
5210,-8,32,0.3192526996135711,"[564.8645629882812, 674.8761596679688, 583.1878051757812, 689.0313110351562]"
5210,-8,60,0.1392540782690048,"[416.1133728027344, 621.385009765625, 1429.45263671875, 1008.1591186523438]"
5210,-8,32,0.0547006577253341,"[1343.1484375, 617.5264282226562, 1401.4903564453125, 658.7391357421875]"
5210,-8,60,0.044684961438179,"[437.4239196777344, 647.9945068359375, 904.8814086914062, 1009.9772338867188]"
